Notes,State,County,County Code,Injury Intent,Injury Intent Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
, AL,Tuscaloosa County,1125,Unintentional,1,1584,3539810,44.7,42.5,47,1.1,0.00%
, AL,Tuscaloosa County,1125,Suicide,2,390,3539810,11,9.9,12.1,0.6,0.00%
, AL,Tuscaloosa County,1125,Homicide,3,280,3539810,7.9,7,8.8,0.5,0.00%
, AL,Tuscaloosa County,1125,Undetermined ,4,47,3539810,1.3,1,1.8,0.2,0.00%
, AL,Tuscaloosa County,1125,"Non-Injury, no intent classified",9,27850,3539810,786.8,777.5,796,4.7,0.10%
, AL,Walker County,1127,Unintentional,1,1167,1284664,90.8,85.6,96.1,2.7,0.00%
, AL,Walker County,1127,Suicide,2,265,1284664,20.6,18.1,23.1,1.3,0.00%
, AL,Walker County,1127,Homicide,3,89,1284664,6.9,5.6,8.5,0.7,0.00%
, AL,Walker County,1127,Undetermined ,4,26,1284664,2,1.3,3,0.4,0.00%
, AL,Walker County,1127,"Non-Injury, no intent classified",9,16780,1284664,1306.2,1286.4,1325.9,10.1,0.00%
, AL,Washington County,1129,Unintentional,1,225,331350,67.9,59,76.8,4.5,0.00%
, AL,Washington County,1129,Suicide,2,42,331350,12.7,9.1,17.1,2,0.00%
, AL,Washington County,1129,Homicide,3,27,331350,8.1,5.4,11.9,1.6,0.00%
, AL,Washington County,1129,"Non-Injury, no intent classified",9,3207,331350,967.9,934.4,1001.4,17.1,0.00%
, AL,Wilcox County,1131,Unintentional,1,175,227689,76.9,65.5,88.2,5.8,0.00%
, AL,Wilcox County,1131,Suicide,2,18,227689,Unreliable,4.7,12.5,1.9,0.00%
, AL,Wilcox County,1131,Homicide,3,38,227689,16.7,11.8,22.9,2.7,0.00%
, AL,Wilcox County,1131,"Non-Injury, no intent classified",9,2558,227689,1123.5,1079.9,1167,22.2,0.00%
, AL,Winston County,1133,Unintentional,1,356,464198,76.7,68.7,84.7,4.1,0.00%
, AL,Winston County,1133,Suicide,2,66,464198,14.2,11,18.1,1.8,0.00%
, AL,Winston County,1133,Homicide,3,27,464198,5.8,3.8,8.5,1.1,0.00%
, AL,Winston County,1133,"Non-Injury, no intent classified",9,5296,464198,1140.9,1110.2,1171.6,15.7,0.00%
, AK,Aleutians East Borough,2013,Unintentional,1,18,56820,Unreliable,18.8,50.1,7.5,0.00%
, AK,Aleutians East Borough,2013,"Non-Injury, no intent classified",9,106,56820,186.6,151,222.1,18.1,0.00%
, AK,Aleutians West Census Area,2016,Unintentional,1,36,106293,33.9,23.7,46.9,5.6,0.00%
, AK,Aleutians West Census Area,2016,Suicide,2,15,106293,Unreliable,7.9,23.3,3.6,0.00%
, AK,Aleutians West Census Area,2016,"Non-Injury, no intent classified",9,206,106293,193.8,167.3,220.3,13.5,0.00%
, AK,Anchorage Borough,2020,Unintentional,1,2273,5380997,42.2,40.5,44,0.9,0.00%
, AK,Anchorage Borough,2020,Suicide,2,959,5380997,17.8,16.7,18.9,0.6,0.00%
, AK,Anchorage Borough,2020,Homicide,3,378,5380997,7,6.3,7.7,0.4,0.00%
, AK,Anchorage Borough,2020,Undetermined ,4,124,5380997,2.3,1.9,2.7,0.2,0.00%
, AK,Anchorage Borough,2020,"Non-Injury, no intent classified",9,22458,5380997,417.4,411.9,422.8,2.8,0.00%
, AK,Bethel Census Area,2050,Unintentional,1,288,323171,89.1,78.8,99.4,5.3,0.00%
, AK,Bethel Census Area,2050,Suicide,2,140,323171,43.3,36.1,50.5,3.7,0.00%
, AK,Bethel Census Area,2050,Homicide,3,43,323171,13.3,9.6,17.9,2,0.00%
, AK,Bethel Census Area,2050,Undetermined ,4,24,323171,7.4,4.8,11,1.5,0.00%
, AK,Bethel Census Area,2050,"Non-Injury, no intent classified",9,1365,323171,422.4,400,444.8,11.4,0.00%
, AK,Bristol Bay Borough,2060,Unintentional,1,26,20183,128.8,84.1,188.8,25.3,0.00%
, AK,Bristol Bay Borough,2060,Suicide,2,10,20183,Unreliable,23.8,91.1,15.7,0.00%
, AK,Bristol Bay Borough,2060,"Non-Injury, no intent classified",9,92,20183,455.8,367.5,559,47.5,0.00%
, AK,Denali Borough,2068,Unintentional,1,11,28086,Unreliable,19.6,70.1,11.8,0.00%
, AK,Denali Borough,2068,"Non-Injury, no intent classified",9,90,28086,320.4,257.7,393.9,33.8,0.00%
, AK,Dillingham Census Area,2070,Unintentional,1,115,93000,123.7,101.1,146.3,11.5,0.00%
, AK,Dillingham Census Area,2070,Suicide,2,24,93000,25.8,16.5,38.4,5.3,0.00%
, AK,Dillingham Census Area,2070,"Non-Injury, no intent classified",9,423,93000,454.8,411.5,498.2,22.1,0.00%
, AK,Fairbanks North Star Borough,2090,Unintentional,1,743,1774155,41.9,38.9,44.9,1.5,0.00%
, AK,Fairbanks North Star Borough,2090,Suicide,2,312,1774155,17.6,15.6,19.5,1,0.00%
, AK,Fairbanks North Star Borough,2090,Homicide,3,108,1774155,6.1,4.9,7.2,0.6,0.00%
, AK,Fairbanks North Star Borough,2090,Undetermined ,4,44,1774155,2.5,1.8,3.3,0.4,0.00%
, AK,Fairbanks North Star Borough,2090,"Non-Injury, no intent classified",9,6357,1774155,358.3,349.5,367.1,4.5,0.00%
, AK,Haines Borough,2100,Unintentional,1,22,46200,47.6,29.8,72.1,10.2,0.00%
, AK,Haines Borough,2100,"Non-Injury, no intent classified",9,297,46200,642.9,569.7,716,37.3,0.00%
, AK,Hoonah-Angoon Census Area,2105,"Non-Injury, no intent classified",9,62,8438,734.8,563.3,941.9,93.3,0.00%
, AK,Juneau Borough,2110,Unintentional,1,260,597584,43.5,38.2,48.8,2.7,0.00%
, AK,Juneau Borough,2110,Suicide,2,99,597584,16.6,13.5,20.2,1.7,0.00%
, AK,Juneau Borough,2110,Homicide,3,13,597584,Unreliable,1.2,3.7,0.6,0.00%
, AK,Juneau Borough,2110,Undetermined ,4,17,597584,Unreliable,1.7,4.6,0.7,0.00%
, AK,Juneau Borough,2110,"Non-Injury, no intent classified",9,2617,597584,437.9,421.2,454.7,8.6,0.00%
, AK,Kenai Peninsula Borough,2122,Unintentional,1,625,1026542,60.9,56.1,65.7,2.4,0.00%
, AK,Kenai Peninsula Borough,2122,Suicide,2,245,1026542,23.9,20.9,26.9,1.5,0.00%
, AK,Kenai Peninsula Borough,2122,Homicide,3,34,1026542,3.3,2.3,4.6,0.6,0.00%
, AK,Kenai Peninsula Borough,2122,Undetermined ,4,35,1026542,3.4,2.4,4.7,0.6,0.00%
, AK,Kenai Peninsula Borough,2122,"Non-Injury, no intent classified",9,5702,1026542,555.5,541,569.9,7.4,0.00%
, AK,Ketchikan Gateway Borough,2130,Unintentional,1,125,258780,48.3,39.8,56.8,4.3,0.00%
, AK,Ketchikan Gateway Borough,2130,Suicide,2,50,258780,19.3,14.3,25.5,2.7,0.00%
, AK,Ketchikan Gateway Borough,2130,Homicide,3,13,258780,Unreliable,2.7,8.6,1.4,0.00%
, AK,Ketchikan Gateway Borough,2130,Undetermined ,4,12,258780,Unreliable,2.4,8.1,1.3,0.00%
, AK,Ketchikan Gateway Borough,2130,"Non-Injury, no intent classified",9,1545,258780,597,567.3,626.8,15.2,0.00%
, AK,Kodiak Island Borough,2150,Unintentional,1,103,258625,39.8,32.1,47.5,3.9,0.00%
, AK,Kodiak Island Borough,2150,Suicide,2,38,258625,14.7,10.4,20.2,2.4,0.00%
, AK,Kodiak Island Borough,2150,"Non-Injury, no intent classified",9,917,258625,354.6,331.6,377.5,11.7,0.00%
, AK,Lake and Peninsula Borough,2164,Unintentional,1,66,31363,210.4,162.8,267.7,25.9,0.00%
, AK,Lake and Peninsula Borough,2164,"Non-Injury, no intent classified",9,181,31363,577.1,493,661.2,42.9,0.00%
, AK,Matanuska-Susitna Borough,2170,Unintentional,1,845,1566569,53.9,50.3,57.6,1.9,0.00%
, AK,Matanuska-Susitna Borough,2170,Suicide,2,328,1566569,20.9,18.7,23.2,1.2,0.00%
, AK,Matanuska-Susitna Borough,2170,Homicide,3,84,1566569,5.4,4.3,6.6,0.6,0.00%
, AK,Matanuska-Susitna Borough,2170,Undetermined ,4,46,1566569,2.9,2.1,3.9,0.4,0.00%
, AK,Matanuska-Susitna Borough,2170,"Non-Injury, no intent classified",9,6903,1566569,440.6,430.2,451,5.3,0.00%
, AK,Nome Census Area,2180,Unintentional,1,173,180308,95.9,81.6,110.2,7.3,0.00%
, AK,Nome Census Area,2180,Suicide,2,128,180308,71,58.7,83.3,6.3,0.00%
, AK,Nome Census Area,2180,Homicide,3,16,180308,Unreliable,5.1,14.4,2.2,0.00%
, AK,Nome Census Area,2180,Undetermined ,4,13,180308,Unreliable,3.8,12.3,2,0.00%
, AK,Nome Census Area,2180,"Non-Injury, no intent classified",9,928,180308,514.7,481.6,547.8,16.9,0.00%
, AK,North Slope Borough,2185,Unintentional,1,94,166051,56.6,45.7,69.3,5.8,0.00%
, AK,North Slope Borough,2185,Suicide,2,57,166051,34.3,26,44.5,4.5,0.00%
, AK,North Slope Borough,2185,Homicide,3,14,166051,Unreliable,4.6,14.1,2.3,0.00%
, AK,North Slope Borough,2185,"Non-Injury, no intent classified",9,640,166051,385.4,355.6,415.3,15.2,0.00%
, AK,Northwest Arctic Borough,2188,Unintentional,1,142,142364,99.7,83.3,116.2,8.4,0.00%
, AK,Northwest Arctic Borough,2188,Suicide,2,92,142364,64.6,52.1,79.3,6.7,0.00%
, AK,Northwest Arctic Borough,2188,Homicide,3,11,142364,Unreliable,3.9,13.8,2.3,0.00%
, AK,Northwest Arctic Borough,2188,Undetermined ,4,10,142364,Unreliable,3.4,12.9,2.2,0.00%
, AK,Northwest Arctic Borough,2188,"Non-Injury, no intent classified",9,574,142364,403.2,370.2,436.2,16.8,0.00%
, AK,Petersburg Borough/Census Area,2195,"Non-Injury, no intent classified",9,81,12767,634.4,503.8,788.6,70.5,0.00%
, AK,Prince of Wales-Hyder Census Area,2198,Unintentional,1,26,25527,101.9,66.5,149.2,20,0.00%
, AK,Prince of Wales-Hyder Census Area,2198,"Non-Injury, no intent classified",9,175,25527,685.5,584,787.1,51.8,0.00%
, AK,Prince of Wales-Outer Ketchikan Census Area,2201,Unintentional,1,38,85493,44.4,31.5,61,7.2,0.00%
, AK,Prince of Wales-Outer Ketchikan Census Area,2201,Suicide,2,17,85493,Unreliable,11.6,31.8,4.8,0.00%
, AK,Prince of Wales-Outer Ketchikan Census Area,2201,"Non-Injury, no intent classified",9,395,85493,462,416.5,507.6,23.2,0.00%
, AK,Sitka Borough,2220,Unintentional,1,83,168763,49.2,39.2,61,5.4,0.00%
, AK,Sitka Borough,2220,Suicide,2,34,168763,20.1,14,28.2,3.5,0.00%
, AK,Sitka Borough,2220,"Non-Injury, no intent classified",9,964,168763,571.2,535.2,607.3,18.4,0.00%
, AK,Skagway Municipality,2230,"Non-Injury, no intent classified",9,18,4338,Unreliable,245.9,655.8,97.8,0.00%
, AK,Skagway-Hoonah-Angoon Census Area,2232,Unintentional,1,35,48560,72.1,50.2,100.2,12.2,0.00%
, AK,Skagway-Hoonah-Angoon Census Area,2232,"Non-Injury, no intent classified",9,210,48560,432.5,374,490.9,29.8,0.00%
, AK,Southeast Fairbanks Census Area,2240,Unintentional,1,79,125489,63,49.8,78.5,7.1,0.00%
, AK,Southeast Fairbanks Census Area,2240,Suicide,2,25,125489,19.9,12.9,29.4,4,0.00%
, AK,Southeast Fairbanks Census Area,2240,"Non-Injury, no intent classified",9,636,125489,506.8,467.4,546.2,20.1,0.00%
, AK,Valdez-Cordova Census Area,2261,Unintentional,1,114,185066,61.6,50.3,72.9,5.8,0.00%
, AK,Valdez-Cordova Census Area,2261,Suicide,2,45,185066,24.3,17.7,32.5,3.6,0.00%
, AK,Valdez-Cordova Census Area,2261,"Non-Injury, no intent classified",9,835,185066,451.2,420.6,481.8,15.6,0.00%
, AK,Wade Hampton Census Area,2270,Unintentional,1,146,142767,102.3,85.7,118.9,8.5,0.00%
, AK,Wade Hampton Census Area,2270,Suicide,2,136,142767,95.3,79.2,111.3,8.2,0.00%
, AK,Wade Hampton Census Area,2270,Homicide,3,29,142767,20.3,13.6,29.2,3.8,0.00%
, AK,Wade Hampton Census Area,2270,Undetermined ,4,14,142767,Unreliable,5.4,16.5,2.6,0.00%
, AK,Wade Hampton Census Area,2270,"Non-Injury, no intent classified",9,629,142767,440.6,406.1,475,17.6,0.00%
, AK,Wrangell City and Borough,2275,"Non-Injury, no intent classified",9,75,9678,775,609.5,971.4,89.5,0.00%
, AK,Wrangell-Petersburg Census Area,2280,Unintentional,1,59,94972,62.1,47.3,80.1,8.1,0.00%
, AK,Wrangell-Petersburg Census Area,2280,Suicide,2,11,94972,Unreliable,5.8,20.7,3.5,0.00%
, AK,Wrangell-Petersburg Census Area,2280,"Non-Injury, no intent classified",9,647,94972,681.3,628.8,733.7,26.8,0.00%
, AK,Yakutat Borough,2282,Unintentional,1,11,12764,Unreliable,43,154.2,26,0.00%
, AK,Yakutat Borough,2282,"Non-Injury, no intent classified",9,51,12764,399.6,297.5,525.4,55.9,0.00%
, AK,Yukon-Koyukuk Census Area,2290,Unintentional,1,165,119030,138.6,117.5,159.8,10.8,0.00%
, AK,Yukon-Koyukuk Census Area,2290,Suicide,2,71,119030,59.6,46.6,75.2,7.1,0.00%
, AK,Yukon-Koyukuk Census Area,2290,Homicide,3,26,119030,21.8,14.3,32,4.3,0.00%
, AK,Yukon-Koyukuk Census Area,2290,Undetermined ,4,10,119030,Unreliable,4,15.5,2.7,0.00%
, AK,Yukon-Koyukuk Census Area,2290,"Non-Injury, no intent classified",9,724,119030,608.3,563.9,652.6,22.6,0.00%
, AZ,Apache County,4001,Unintentional,1,1713,1336111,128.2,122.1,134.3,3.1,0.00%
, AZ,Apache County,4001,Suicide,2,367,1336111,27.5,24.7,30.3,1.4,0.00%
, AZ,Apache County,4001,Homicide,3,190,1336111,14.2,12.2,16.2,1,0.00%
, AZ,Apache County,4001,Undetermined ,4,54,1336111,4,3,5.3,0.5,0.00%
, AZ,Apache County,4001,"Non-Injury, no intent classified",9,8395,1336111,628.3,614.9,641.8,6.9,0.00%
, AZ,Cochise County,4003,Unintentional,1,1261,2387736,52.8,49.9,55.7,1.5,0.00%
, AZ,Cochise County,4003,Suicide,2,515,2387736,21.6,19.7,23.4,1,0.00%
, AZ,Cochise County,4003,Homicide,3,119,2387736,5,4.1,5.9,0.5,0.00%
, AZ,Cochise County,4003,Undetermined ,4,49,2387736,2.1,1.5,2.7,0.3,0.00%
, AZ,Cochise County,4003,Legal Intervention / Operations of War,5,11,2387736,Unreliable,0.2,0.8,0.1,0.00%
, AZ,Cochise County,4003,"Non-Injury, no intent classified",9,20393,2387736,854.1,842.4,865.8,6,0.00%
, AZ,Coconino County,4005,Unintentional,1,1505,2470654,60.9,57.8,64,1.6,0.00%
, AZ,Coconino County,4005,Suicide,2,497,2470654,20.1,18.3,21.9,0.9,0.00%
, AZ,Coconino County,4005,Homicide,3,165,2470654,6.7,5.7,7.7,0.5,0.00%
, AZ,Coconino County,4005,Undetermined ,4,85,2470654,3.4,2.7,4.3,0.4,0.00%
, AZ,Coconino County,4005,"Non-Injury, no intent classified",9,10636,2470654,430.5,422.3,438.7,4.2,0.00%
, AZ,Gila County,4007,Unintentional,1,839,998556,84,78.3,89.7,2.9,0.00%
, AZ,Gila County,4007,Suicide,2,252,998556,25.2,22.1,28.4,1.6,0.00%
, AZ,Gila County,4007,Homicide,3,89,998556,8.9,7.2,11,0.9,0.00%
, AZ,Gila County,4007,Undetermined ,4,45,998556,4.5,3.3,6,0.7,0.00%
, AZ,Gila County,4007,"Non-Injury, no intent classified",9,11768,998556,1178.5,1157.2,1199.8,10.9,0.00%
, AZ,Graham County,4009,Unintentional,1,366,674993,54.2,48.7,59.8,2.8,0.00%
, AZ,Graham County,4009,Suicide,2,115,674993,17,13.9,20.2,1.6,0.00%
, AZ,Graham County,4009,Homicide,3,35,674993,5.2,3.6,7.2,0.9,0.00%
, AZ,Graham County,4009,Undetermined ,4,11,674993,Unreliable,0.8,2.9,0.5,0.00%
, AZ,Graham County,4009,"Non-Injury, no intent classified",9,4743,674993,702.7,682.7,722.7,10.2,0.00%
, AZ,Greenlee County,4011,Unintentional,1,75,162049,46.3,36.4,58,5.3,0.00%
, AZ,Greenlee County,4011,Suicide,2,25,162049,15.4,10,22.8,3.1,0.00%
, AZ,Greenlee County,4011,"Non-Injury, no intent classified",9,1013,162049,625.1,586.6,663.6,19.6,0.00%
, AZ,La Paz County,4012,Unintentional,1,360,383297,93.9,84.2,103.6,5,0.00%
, AZ,La Paz County,4012,Suicide,2,102,383297,26.6,21.4,31.8,2.6,0.00%
, AZ,La Paz County,4012,Homicide,3,28,383297,7.3,4.9,10.6,1.4,0.00%
, AZ,La Paz County,4012,Undetermined ,4,15,383297,Unreliable,2.2,6.5,1,0.00%
, AZ,La Paz County,4012,"Non-Injury, no intent classified",9,3995,383297,1042.3,1010,1074.6,16.5,0.00%
, AZ,Maricopa County,4013,Unintentional,1,31518,70177615,44.9,44.4,45.4,0.3,0.10%
, AZ,Maricopa County,4013,Suicide,2,10369,70177615,14.8,14.5,15.1,0.1,0.00%
, AZ,Maricopa County,4013,Homicide,3,5331,70177615,7.6,7.4,7.8,0.1,0.00%
, AZ,Maricopa County,4013,Undetermined ,4,1447,70177615,2.1,2,2.2,0.1,0.00%
, AZ,Maricopa County,4013,Legal Intervention / Operations of War,5,138,70177615,0.2,0.2,0.2,0,0.00%
, AZ,Maricopa County,4013,"Non-Injury, no intent classified",9,439244,70177615,625.9,624.1,627.8,0.9,0.90%
, AZ,Mohave County,4015,Unintentional,1,2363,3598927,65.7,63,68.3,1.4,0.00%
, AZ,Mohave County,4015,Suicide,2,1105,3598927,30.7,28.9,32.5,0.9,0.00%
, AZ,Mohave County,4015,Homicide,3,238,3598927,6.6,5.8,7.5,0.4,0.00%
, AZ,Mohave County,4015,Undetermined ,4,127,3598927,3.5,2.9,4.1,0.3,0.00%
, AZ,Mohave County,4015,Legal Intervention / Operations of War,5,19,3598927,Unreliable,0.3,0.8,0.1,0.00%
, AZ,Mohave County,4015,"Non-Injury, no intent classified",9,45074,3598927,1252.4,1240.9,1264,5.9,0.10%
, AZ,Navajo County,4017,Unintentional,1,1911,1992400,95.9,91.6,100.2,2.2,0.00%
, AZ,Navajo County,4017,Suicide,2,510,1992400,25.6,23.4,27.8,1.1,0.00%
, AZ,Navajo County,4017,Homicide,3,221,1992400,11.1,9.6,12.6,0.7,0.00%
, AZ,Navajo County,4017,Undetermined ,4,101,1992400,5.1,4.1,6.1,0.5,0.00%
, AZ,Navajo County,4017,"Non-Injury, no intent classified",9,13360,1992400,670.5,659.2,681.9,5.8,0.00%
, AZ,Pima County,4019,Unintentional,1,9286,17966184,51.7,50.6,52.7,0.5,0.00%
, AZ,Pima County,4019,Suicide,2,3160,17966184,17.6,17,18.2,0.3,0.00%
, AZ,Pima County,4019,Homicide,3,1385,17966184,7.7,7.3,8.1,0.2,0.00%
, AZ,Pima County,4019,Undetermined ,4,345,17966184,1.9,1.7,2.1,0.1,0.00%
, AZ,Pima County,4019,Legal Intervention / Operations of War,5,38,17966184,0.2,0.1,0.3,0,0.00%
, AZ,Pima County,4019,"Non-Injury, no intent classified",9,142741,17966184,794.5,790.4,798.6,2.1,0.30%
, AZ,Pinal County,4021,Unintentional,1,2589,5856419,44.2,42.5,45.9,0.9,0.00%
, AZ,Pinal County,4021,Suicide,2,930,5856419,15.9,14.9,16.9,0.5,0.00%
, AZ,Pinal County,4021,Homicide,3,370,5856419,6.3,5.7,7,0.3,0.00%
, AZ,Pinal County,4021,Undetermined ,4,103,5856419,1.8,1.4,2.1,0.2,0.00%
, AZ,Pinal County,4021,Legal Intervention / Operations of War,5,28,5856419,0.5,0.3,0.7,0.1,0.00%
, AZ,Pinal County,4021,"Non-Injury, no intent classified",9,36974,5856419,631.3,624.9,637.8,3.3,0.10%
, AZ,Santa Cruz County,4023,Unintentional,1,286,837911,34.1,30.2,38.1,2,0.00%
, AZ,Santa Cruz County,4023,Suicide,2,74,837911,8.8,6.9,11.1,1,0.00%
, AZ,Santa Cruz County,4023,Homicide,3,31,837911,3.7,2.5,5.3,0.7,0.00%
, AZ,Santa Cruz County,4023,Undetermined ,4,10,837911,Unreliable,0.6,2.2,0.4,0.00%
, AZ,Santa Cruz County,4023,"Non-Injury, no intent classified",9,4469,837911,533.4,517.7,549,8,0.00%
, AZ,Yavapai County,4025,Unintentional,1,2614,3826552,68.3,65.7,70.9,1.3,0.00%
, AZ,Yavapai County,4025,Suicide,2,1181,3826552,30.9,29.1,32.6,0.9,0.00%
, AZ,Yavapai County,4025,Homicide,3,153,3826552,4,3.4,4.6,0.3,0.00%
, AZ,Yavapai County,4025,Undetermined ,4,169,3826552,4.4,3.8,5.1,0.3,0.00%
, AZ,Yavapai County,4025,"Non-Injury, no intent classified",9,41963,3826552,1096.6,1086.1,1107.1,5.4,0.10%
, AZ,Yuma County,4027,Unintentional,1,1458,3538257,41.2,39.1,43.3,1.1,0.00%
, AZ,Yuma County,4027,Suicide,2,383,3538257,10.8,9.7,11.9,0.6,0.00%
, AZ,Yuma County,4027,Homicide,3,143,3538257,4,3.4,4.7,0.3,0.00%
, AZ,Yuma County,4027,Undetermined ,4,37,3538257,1,0.7,1.4,0.2,0.00%
, AZ,Yuma County,4027,"Non-Injury, no intent classified",9,21999,3538257,621.7,613.5,630,4.2,0.00%
, AR,Arkansas County,5001,Unintentional,1,232,368977,62.9,54.8,71,4.1,0.00%
, AR,Arkansas County,5001,Suicide,2,61,368977,16.5,12.6,21.2,2.1,0.00%
, AR,Arkansas County,5001,Homicide,3,36,368977,9.8,6.8,13.5,1.6,0.00%
, AR,Arkansas County,5001,"Non-Injury, no intent classified",9,4515,368977,1223.7,1188,1259.3,18.2,0.00%
, AR,Ashley County,5003,Unintentional,1,260,423145,61.4,54,68.9,3.8,0.00%
, AR,Ashley County,5003,Suicide,2,60,423145,14.2,10.8,18.3,1.8,0.00%
, AR,Ashley County,5003,Homicide,3,30,423145,7.1,4.8,10.1,1.3,0.00%
, AR,Ashley County,5003,Undetermined ,4,12,423145,Unreliable,1.5,5,0.8,0.00%
, AR,Ashley County,5003,"Non-Injury, no intent classified",9,4604,423145,1088,1056.6,1119.5,16,0.00%
, AR,Baxter County,5005,Unintentional,1,507,766195,66.2,60.4,71.9,2.9,0.00%
, AR,Baxter County,5005,Suicide,2,202,766195,26.4,22.7,30,1.9,0.00%
, AR,Baxter County,5005,Homicide,3,21,766195,2.7,1.7,4.2,0.6,0.00%
, AR,Baxter County,5005,Undetermined ,4,27,766195,3.5,2.3,5.1,0.7,0.00%
, AR,Baxter County,5005,"Non-Injury, no intent classified",9,11782,766195,1537.7,1510,1565.5,14.2,0.00%
, AR,Benton County,5007,Unintentional,1,1464,3925438,37.3,35.4,39.2,1,0.00%
, AR,Benton County,5007,Suicide,2,576,3925438,14.7,13.5,15.9,0.6,0.00%
, AR,Benton County,5007,Homicide,3,92,3925438,2.3,1.9,2.9,0.2,0.00%
, AR,Benton County,5007,Undetermined ,4,128,3925438,3.3,2.7,3.8,0.3,0.00%
, AR,Benton County,5007,"Non-Injury, no intent classified",9,25826,3925438,657.9,649.9,665.9,4.1,0.10%
, AR,Boone County,5009,Unintentional,1,339,685449,49.5,44.2,54.7,2.7,0.00%
, AR,Boone County,5009,Suicide,2,134,685449,19.5,16.2,22.9,1.7,0.00%
, AR,Boone County,5009,Homicide,3,36,685449,5.3,3.7,7.3,0.9,0.00%
, AR,Boone County,5009,Undetermined ,4,35,685449,5.1,3.6,7.1,0.9,0.00%
, AR,Boone County,5009,"Non-Injury, no intent classified",9,7244,685449,1056.8,1032.5,1081.2,12.4,0.00%
, AR,Bradley County,5011,Unintentional,1,152,222701,68.3,57.4,79.1,5.5,0.00%
, AR,Bradley County,5011,Suicide,2,23,222701,10.3,6.5,15.5,2.2,0.00%
, AR,Bradley County,5011,Homicide,3,19,222701,Unreliable,5.1,13.3,2,0.00%
, AR,Bradley County,5011,"Non-Injury, no intent classified",9,2833,222701,1272.1,1225.3,1319,23.9,0.00%
, AR,Calhoun County,5013,Unintentional,1,60,103857,57.8,44.1,74.4,7.5,0.00%
, AR,Calhoun County,5013,Suicide,2,20,103857,19.3,11.8,29.7,4.3,0.00%
, AR,Calhoun County,5013,"Non-Injury, no intent classified",9,1114,103857,1072.6,1009.6,1135.6,32.1,0.00%
, AR,Carroll County,5015,Unintentional,1,334,509002,65.6,58.6,72.7,3.6,0.00%
, AR,Carroll County,5015,Suicide,2,98,509002,19.3,15.6,23.5,1.9,0.00%
, AR,Carroll County,5015,Homicide,3,19,509002,Unreliable,2.2,5.8,0.9,0.00%
, AR,Carroll County,5015,Undetermined ,4,23,509002,4.5,2.9,6.8,0.9,0.00%
, AR,Carroll County,5015,"Non-Injury, no intent classified",9,4900,509002,962.7,935.7,989.6,13.8,0.00%
, AR,Chicot County,5017,Unintentional,1,156,233110,66.9,56.4,77.4,5.4,0.00%
, AR,Chicot County,5017,Suicide,2,22,233110,9.4,5.9,14.3,2,0.00%
, AR,Chicot County,5017,Homicide,3,37,233110,15.9,11.2,21.9,2.6,0.00%
, AR,Chicot County,5017,"Non-Injury, no intent classified",9,2915,233110,1250.5,1205.1,1295.9,23.2,0.00%
, AR,Clark County,5019,Unintentional,1,239,436748,54.7,47.8,61.7,3.5,0.00%
, AR,Clark County,5019,Suicide,2,49,436748,11.2,8.3,14.8,1.6,0.00%
, AR,Clark County,5019,Homicide,3,24,436748,5.5,3.5,8.2,1.1,0.00%
, AR,Clark County,5019,"Non-Injury, no intent classified",9,4426,436748,1013.4,983.5,1043.3,15.2,0.00%
, AR,Clay County,5021,Unintentional,1,228,308798,73.8,64.3,83.4,4.9,0.00%
, AR,Clay County,5021,Suicide,2,43,308798,13.9,10.1,18.8,2.1,0.00%
, AR,Clay County,5021,"Non-Injury, no intent classified",9,4258,308798,1378.9,1337.5,1420.3,21.1,0.00%
, AR,Cleburne County,5023,Unintentional,1,304,478680,63.5,56.4,70.6,3.6,0.00%
, AR,Cleburne County,5023,Suicide,2,81,478680,16.9,13.4,21,1.9,0.00%
, AR,Cleburne County,5023,Homicide,3,17,478680,Unreliable,2.1,5.7,0.9,0.00%
, AR,Cleburne County,5023,Undetermined ,4,19,478680,Unreliable,2.4,6.2,0.9,0.00%
, AR,Cleburne County,5023,"Non-Injury, no intent classified",9,5960,478680,1245.1,1213.5,1276.7,16.1,0.00%
, AR,Cleveland County,5025,Unintentional,1,77,163661,47,37.1,58.8,5.4,0.00%
, AR,Cleveland County,5025,Suicide,2,32,163661,19.6,13.4,27.6,3.5,0.00%
, AR,Cleveland County,5025,"Non-Injury, no intent classified",9,1709,163661,1044.2,994.7,1093.7,25.3,0.00%
, AR,Columbia County,5027,Unintentional,1,261,469721,55.6,48.8,62.3,3.4,0.00%
, AR,Columbia County,5027,Suicide,2,75,469721,16,12.6,20,1.8,0.00%
, AR,Columbia County,5027,Homicide,3,35,469721,7.5,5.2,10.4,1.3,0.00%
, AR,Columbia County,5027,Undetermined ,4,13,469721,Unreliable,1.5,4.7,0.8,0.00%
, AR,Columbia County,5027,"Non-Injury, no intent classified",9,5418,469721,1153.5,1122.7,1184.2,15.7,0.00%
, AR,Conway County,5029,Unintentional,1,256,396059,64.6,56.7,72.6,4,0.00%
, AR,Conway County,5029,Suicide,2,64,396059,16.2,12.4,20.6,2,0.00%
